Temperature,Humidity,Wind_Speed,General_Diffuse_Flows,Diffuse_Flows,Power_Zone_1,Power_Zone_2,Power_Zone_3,Month,Hour
23.88,65.63,4.921,658.3,50.61,31355.04425,22202.4948,13802.8192,9,14
24.07,65.16,4.928,645.6,50.43,31068.31858,21742.20374,13779.28498,9,14
23.6,69.57,4.917,531.1,70.2,27812.38938,23444.90644,13679.26456,9,15
23.15,71.4,4.915,237.5,42.77,31183.00885,20945.11435,13820.46987,9,17
20.96,79.5,4.923,0.102,0.082,41760.0,25454.46985,20092.33912,9,20
18.76,85.5,4.921,0.08,0.082,38523.18584,21899.3763,17897.77324,9,22
18.18,89.1,4.917,0.051,0.115,29600.35011,16621.9917,13889.3617,10,0
18.97,90.0,4.913,0.062,0.1,26903.10722,14650.20747,12208.63222,10,3
17.61,89.5,4.915,0.055,0.133,27129.97812,14616.59751,12477.08207,10,4
17.83,87.8,4.921,0.062,0.141,26165.77681,14620.33195,12751.36778,10,5
17.77,85.1,4.914,0.157,0.17,22252.25383,11177.17842,8176.048632,10,6
17.82,85.0,4.917,2.695,2.271,22636.67396,11513.27801,8467.841945,10,7
17.64,85.7,4.913,293.4,50.7,27816.89278,14859.3361,10084.3769,10,9
25.81,52.58,4.919,588.6,101.3,32411.02845,17708.71369,13066.50456,10,15
25.75,49.12,4.92,470.8,43.98,32152.6477,17529.46058,12949.78723,10,16
25.67,50.45,4.918,262.7,38.92,32467.74617,17578.0083,13002.31003,10,17
25.28,48.18,4.922,82.2,30.07,40471.24726,22854.77178,17641.82371,10,18
23.33,58.55,4.922,0.753,0.637,44851.11597,24912.44813,19334.22492,10,19
20.91,66.12,4.916,0.091,0.085,44094.87965,24852.6971,19287.53799,10,21
21.29,65.86,4.923,0.102,0.056,43483.58862,24531.53527,18832.34043,10,21
20.55,65.66,4.923,0.102,0.056,28573.1291,16248.54772,13282.43161,10,0
19.93,68.39,4.922,0.102,0.074,27199.29978,15412.0332,12622.97872,10,1
20.12,70.8,4.917,0.102,0.089,25856.98031,14575.51867,12395.37994,10,3
20.18,71.3,4.92,0.08,0.137,26323.32604,14982.57261,12517.93313,10,4
19.12,62.19,4.917,0.099,0.082,25768.75274,15931.12033,9086.443769,10,6
18.9,59.19,4.927,1.448,1.16,26581.70678,16282.15768,9063.100304,10,7
19.71,57.33,4.921,56.86,46.82,29619.25602,17775.93361,9751.732523,10,8
21.91,50.63,4.922,382.2,136.3,32537.06783,20797.09544,11018.1155,10,9
25.64,36.98,4.92,565.8,87.3,35108.27133,21726.97095,11800.12158,10,10
26.15,34.68,4.924,592.9,104.0,35322.53829,21898.75519,11940.18237,10,10
26.56,46.48,4.92,471.2,103.9,34931.81619,20726.14108,12698.84498,10,16
26.63,46.62,4.918,430.3,88.6,34975.92998,20688.79668,12687.17325,10,16
26.91,45.22,4.925,340.1,81.2,34780.56893,20356.43154,12821.39818,10,16
26.53,45.45,4.918,240.2,86.4,34767.96499,20502.07469,12780.54711,10,16
24.49,53.05,4.925,8.28,6.994,47044.20131,26652.6971,19900.30395,10,18
21.88,61.42,4.925,0.099,0.085,30816.6302,17536.92946,14548.81459,10,0
22.2,60.55,4.919,0.117,0.096,28396.67396,15960.99585,12634.65046,10,1
21.52,58.79,4.928,0.066,0.096,27356.84902,15180.49793,12255.31915,10,1
21.58,56.95,4.92,0.121,0.085,27186.69584,15546.47303,12179.45289,10,2
20.91,60.12,4.922,0.102,0.078,26461.96937,15318.6722,11759.27052,10,2
18.94,63.89,4.915,0.102,0.082,27325.33917,15949.79253,12191.12462,10,4
19.0,63.29,4.924,0.117,0.078,27312.73523,15904.97925,11595.86626,10,5
18.55,63.32,4.923,0.128,0.052,25850.67834,16663.07054,10066.8693,10,6
20.29,63.75,4.923,175.3,93.6,32121.13786,19934.43983,10860.54711,10,8
25.35,48.12,4.942,537.8,206.2,36835.01094,22231.12033,11957.68997,10,10
27.25,43.51,4.925,646.5,150.9,37534.52954,22884.6473,12908.93617,10,12
27.12,41.48,4.918,355.1,149.6,35120.87527,21779.25311,12978.96657,10,16
26.5,43.91,4.925,178.1,102.9,34975.92998,21394.60581,13212.40122,10,17
24.03,49.02,4.92,0.095,0.078,32146.34573,19224.89627,14531.30699,10,23
24.81,37.41,4.919,0.08,0.078,26940.91904,15770.53942,12377.87234,10,2
26.58,47.48,4.927,0.121,0.056,26556.49891,15542.73859,12226.13982,10,3
25.55,47.95,4.922,0.088,0.063,27192.99781,15916.18257,11829.30091,10,4
25.38,49.38,4.919,0.099,0.093,27445.07659,16375.51867,11601.70213,10,5
29.06,39.51,4.928,243.0,195.5,35423.3698,25651.86722,13171.55015,10,11
28.76,41.88,4.935,217.3,186.1,37484.11379,23302.90456,13294.10334,10,12
24.85,61.72,4.918,169.0,138.3,35228.00875,22089.21162,13072.34043,10,15
24.68,63.72,4.922,96.8,81.7,34686.03939,21656.0166,13060.66869,10,16
24.62,63.82,4.922,123.0,105.3,34837.28665,21816.59751,13229.90881,10,16
25.2,60.12,4.925,13.15,10.96,46899.25602,27765.56017,19077.44681,10,18
25.03,59.99,4.918,0.128,0.063,44321.75055,26320.33195,19328.38906,10,21
23.73,63.05,4.918,0.102,0.104,34383.54486,20636.51452,15482.55319,10,23
23.51,63.69,4.919,0.084,0.093,33753.34792,20278.0083,15354.16413,10,23
23.44,62.39,4.919,0.11,0.089,30041.48796,17544.39834,14175.31915,10,0
23.47,61.09,4.916,0.091,0.104,26858.99344,16121.57676,12926.44377,10,2
23.63,60.45,4.923,0.11,0.078,26814.87965,16013.27801,12634.65046,10,2
23.29,65.86,4.917,0.11,0.156,26083.8512,16424.06639,9127.294833,10,6
25.4,62.02,4.922,520.2,167.9,33992.82276,23276.76349,11975.19757,10,10
27.36,47.88,4.921,647.2,97.5,36179.60613,25031.95021,13568.38906,10,13
27.55,46.45,4.921,490.4,98.0,35801.48796,25229.87552,13597.56839,10,14
27.82,45.75,4.933,469.5,93.2,35417.06783,24643.56846,13404.9848,10,14
27.36,49.55,4.926,438.3,116.0,35038.94967,24273.85892,13434.16413,10,15
26.81,51.75,4.923,222.4,93.8,34200.78775,23978.83817,13253.25228,10,15
26.9,51.52,4.924,343.6,70.5,33822.66958,23489.62656,13177.38602,10,15
26.79,51.85,4.926,311.8,56.64,33753.34792,22918.25726,13154.04255,10,16
25.1,56.35,4.92,29.69,18.86,44561.22538,30387.13693,19655.19757,10,18
23.89,59.62,4.916,0.102,0.067,44762.8884,30133.19502,20087.05167,10,20
22.42,66.52,4.917,0.077,0.1,38391.59737,25483.81743,17840.24316,10,22
21.18,67.16,4.918,0.069,0.152,27905.12035,19153.94191,14105.28875,10,0
20.33,70.1,4.919,0.055,0.148,25352.82276,17342.73859,12838.90578,10,2
19.88,70.3,4.921,0.084,0.144,26405.25164,17884.23237,11286.56535,10,5
19.57,71.3,4.916,0.055,0.1,26430.45952,18067.21992,11047.29483,10,5
19.57,71.1,4.916,0.048,0.104,25264.59519,17648.96266,10282.79635,10,5
20.1,68.29,4.919,223.2,132.4,32568.57768,20304.14938,10837.20365,10,9
22.79,56.69,4.92,341.5,224.6,36085.07659,22649.37759,12570.45593,10,10
23.0,53.75,4.927,256.5,209.8,36141.79431,22888.38174,12757.20365,10,11
23.41,52.15,4.921,272.5,226.8,37566.03939,23866.80498,13008.1459,10,11
25.02,44.41,4.92,449.7,206.5,36790.89716,22753.94191,13048.99696,10,13
25.57,42.88,4.919,460.7,179.4,35076.76149,22511.20332,13008.1459,10,15
23.31,42.65,4.92,34.66,13.39,46306.8709,28146.47303,20087.05167,10,18
22.93,43.01,4.92,12.56,8.73,46206.03939,28299.58506,20081.21581,10,18
22.09,42.88,4.923,0.428,0.441,46414.00438,28419.08714,20005.34954,10,19
21.49,45.55,4.922,0.08,0.063,45462.407,28198.75519,19771.91489,10,19
21.39,46.48,4.916,0.113,0.063,45783.80744,28150.20747,19906.13982,10,20
21.16,48.42,4.922,0.091,0.078,45689.2779,27933.60996,19818.60182,10,20
20.18,52.68,4.923,0.08,0.089,42828.18381,25816.18257,18663.1003,10,21
18.63,60.45,4.927,0.102,0.085,34452.86652,20965.14523,15599.27052,10,23
16.84,63.23,4.919,0.08,0.052,26304.42013,15587.55187,12541.2766,10,4
16.91,63.49,4.92,0.062,0.115,27457.68053,16046.88797,12517.93313,10,5
16.57,64.96,4.92,0.08,0.093,24943.19475,15352.28216,10411.18541,10,6
21.93,46.92,4.951,584.6,38.93,35694.35449,21723.23651,12984.80243,10,10
23.75,38.39,4.919,704.0,48.49,36677.46171,22500.0,13953.55623,10,12
24.74,34.42,4.919,684.1,43.86,36727.87746,22574.6888,14058.60182,10,13
25.0,34.45,4.927,678.8,44.15,36721.57549,22720.33195,13988.57143,10,13
25.37,34.42,4.918,497.9,68.8,34654.52954,21450.62241,13714.28571,10,15
25.06,36.28,4.925,278.4,73.3,34957.02407,21103.3195,13498.35866,10,16
24.91,39.38,4.916,389.9,52.6,34824.68271,21077.17842,13486.68693,10,16
25.04,36.68,4.924,309.5,51.93,34541.09409,20912.86307,13457.5076,10,16
22.42,44.75,4.92,30.07,16.07,45928.75274,27556.43154,20209.60486,10,18
18.32,56.85,4.922,0.091,0.082,37591.24726,21712.0332,17221.64134,10,22
16.42,63.26,4.918,0.117,0.041,30728.40263,17817.01245,15068.20669,10,0
15.79,65.72,4.919,0.088,0.082,28295.84245,15927.38589,14105.28875,10,1
13.45,75.1,4.916,0.048,0.107,25787.65864,13996.6805,11625.04559,10,5
13.6,75.4,4.919,0.059,0.122,22176.6302,11520.74689,8584.559271,10,6
13.89,76.5,4.923,140.2,32.02,25995.62363,14616.59751,10387.84195,10,8
19.97,58.26,4.92,488.5,130.3,33375.22976,18358.50622,12943.95137,10,10
20.83,55.09,4.925,411.2,178.6,33608.40263,18858.92116,13253.25228,10,11
22.08,59.53,4.921,719.0,76.9,34957.02407,19826.14108,14105.28875,10,13
22.21,61.0,4.922,562.5,51.62,33356.32385,18660.99585,13661.76292,10,15
22.16,61.2,4.92,516.2,49.55,32789.14661,18433.19502,13848.51064,10,15
21.69,64.6,4.921,262.2,56.46,32209.36543,18522.82158,13299.93921,10,16
20.83,72.1,0.067,3.024,2.449,45033.87309,26342.73859,19865.28875,10,18
20.42,70.3,0.067,0.084,0.082,45827.92123,26316.59751,20022.85714,10,20
20.25,69.13,0.074,0.084,0.1,44964.55142,25700.41494,19626.01824,10,20
18.48,74.7,0.073,0.077,0.104,37219.43107,21995.85062,17373.37386,10,22
16.71,80.7,0.072,0.066,0.096,27312.73523,15680.91286,12552.94833,10,1
15.76,81.6,0.081,0.04,0.13,26739.25602,15565.14523,12745.53191,10,4
15.49,81.8,0.09,0.055,0.133,27281.22538,16517.42739,12576.29179,10,5
15.83,80.8,0.086,0.055,0.07,26398.94967,16446.47303,10055.19757,10,6
15.95,79.4,0.081,1.74,1.493,27344.24508,16345.64315,9874.285714,10,7
16.51,78.4,0.087,55.78,46.98,30602.36324,18534.0249,11105.6535,10,8
18.36,72.8,0.083,472.9,155.3,30703.19475,20953.94191,12307.84195,10,10
20.32,68.64,0.082,527.1,64.58,31497.24289,21409.54357,12430.39514,10,10
23.4,61.3,0.07,608.5,144.8,35959.0372,22634.43983,13113.19149,10,11
22.72,67.33,0.067,117.9,100.3,35372.95405,22197.51037,12780.54711,10,15
22.83,68.47,0.067,241.7,163.2,34162.97593,21659.75104,12803.89058,10,16
22.21,71.6,0.072,17.73,15.05,39091.11597,24609.95851,17151.61094,10,17
21.9,60.13,0.084,48.55,40.16,46823.63239,28445.22822,19789.42249,10,18
21.13,65.27,0.085,0.084,0.082,46905.55799,28605.80913,20192.09726,10,19
20.92,66.53,0.091,0.069,0.137,46508.53392,28411.61826,20197.93313,10,19
19.81,74.3,0.072,0.062,0.104,44876.32385,26619.08714,19474.28571,10,20
19.93,74.9,0.098,0.055,0.119,43760.87527,25707.88382,19340.06079,10,21
19.96,85.1,0.073,0.059,0.141,25718.33698,15173.02905,12021.8845,10,3
19.69,86.5,0.072,0.062,0.104,25768.75274,15240.24896,12033.55623,10,4
20.05,86.6,0.067,0.033,0.126,25819.16849,15117.01245,12062.73556,10,4
20.05,89.2,0.065,10.74,8.6,27192.99781,17574.27386,9588.328267,10,7
20.06,90.9,0.071,108.9,80.1,33539.08096,23672.61411,12214.46809,10,10
22.25,76.1,0.078,437.9,283.4,35259.5186,24363.48548,13253.25228,10,11
23.09,68.93,0.079,660.3,282.1,35209.10284,25013.27801,13603.40426,10,12
24.97,58.26,0.078,743.0,199.1,34774.26696,24934.85477,13533.37386,10,13
25.3,47.29,0.086,93.6,76.5,34591.50985,21555.18672,12891.42857,10,17
24.08,52.89,0.084,0.073,0.067,46376.19256,28732.78008,19369.24012,10,19
22.15,62.13,0.101,0.084,0.085,43155.88621,25465.14523,18575.56231,10,21
21.92,63.99,0.11,0.077,0.067,39525.95186,23422.40664,17402.55319,10,22
21.41,65.79,0.169,0.073,0.144,29606.65208,17693.77593,13766.80851,10,0
19.67,73.1,0.172,0.069,0.137,26083.8512,15333.60996,11986.8693,10,2
19.62,73.6,0.192,0.11,0.089,26165.77681,15288.79668,11508.32827,10,3
19.6,74.3,0.23,0.077,0.174,26083.8512,15034.85477,11531.67173,10,3
21.14,72.7,0.281,0.051,0.144,25976.71772,15255.18672,11537.5076,10,4
20.94,69.96,0.28,0.091,0.111,27539.60613,16256.0166,11823.46505,10,5
22.49,58.69,0.084,0.94,0.73,26033.43545,17066.39004,9564.984802,10,7
25.3,49.76,0.079,421.6,80.8,36072.47265,21771.78423,13037.32523,10,10
26.37,42.38,0.08,215.0,151.7,36954.74836,22212.44813,13947.72036,10,12
26.1,44.09,0.082,376.4,184.9,37370.67834,22485.06224,14484.62006,10,13
25.85,50.49,0.081,141.1,113.4,37301.35667,22432.78008,14432.09726,10,13
23.36,63.83,0.083,134.1,112.9,34906.60832,22354.35685,13364.13374,10,15
23.91,58.12,0.075,44.49,39.28,35889.71554,21969.70954,13352.46201,10,17
22.85,61.79,0.081,0.066,0.063,47397.1116,28792.53112,19637.68997,10,19
22.72,62.76,0.08,0.08,0.078,47390.80963,28702.90456,19818.60182,10,19
21.2,69.93,0.083,0.084,0.126,42519.38731,25375.51867,18149.54407,10,21
19.56,75.8,0.072,0.08,0.1,35347.74617,21151.86722,15424.19453,10,22
18.95,77.8,0.08,0.059,0.111,30728.40263,18507.88382,14070.27356,10,0
18.6,78.3,0.078,0.08,0.089,29638.16193,17955.18672,13819.33131,10,0
18.17,77.2,0.077,0.073,0.119,26978.73085,15972.19917,12698.84498,10,4
18.16,74.4,0.078,0.077,0.096,27293.82932,17260.58091,11951.8541,10,5
17.67,77.2,0.081,0.084,0.126,26972.42888,17622.82158,10907.23404,10,6
17.2,78.0,0.083,7.12,5.936,28384.07002,17925.3112,9494.954407,10,7
18.01,79.0,0.081,206.1,35.14,31610.67834,19814.93776,10930.57751,10,8
25.98,42.39,0.082,728.0,242.9,38032.38512,24016.18257,13615.07599,10,12
25.99,39.75,0.082,210.1,174.1,38246.65208,23982.57261,13679.27052,10,12
23.86,61.86,0.07,209.4,179.0,36620.74398,23676.34855,13084.01216,10,14
23.77,64.03,0.068,374.6,193.1,36356.06127,23530.70539,12984.80243,10,14
22.76,69.9,0.069,159.4,132.6,36261.53173,23575.51867,12961.45897,10,14
22.72,70.5,0.065,187.5,133.7,36072.47265,23388.79668,13247.41641,10,14
21.03,80.0,0.083,0.073,0.107,47441.22538,29274.27386,20180.42553,10,19
19.17,84.1,0.101,0.066,0.119,41397.63676,25424.06639,17694.3465,10,21
18.86,81.8,0.102,0.066,0.144,38076.49891,23758.50622,16538.84498,10,22
19.71,66.92,0.104,0.073,0.104,31616.98031,19766.39004,14350.39514,10,23
18.98,68.12,0.109,0.062,0.13,30161.22538,18985.89212,13224.07295,10,0
17.98,69.73,0.127,0.088,0.119,27237.1116,16476.34855,12173.61702,10,1
18.72,62.86,0.095,0.029,0.167,27558.51204,16801.24481,11630.88146,10,5
18.81,63.39,0.105,0.059,0.107,27879.91247,16950.62241,11309.90881,10,5
19.18,60.3,0.095,0.055,0.093,27136.28009,17619.08714,9792.583587,10,6
19.53,58.53,0.098,84.1,43.62,29631.85996,17637.75934,8572.887538,10,7
23.47,47.89,0.087,369.3,123.5,35209.10284,22727.80083,11776.77812,10,10
22.65,59.29,0.091,0.106,0.085,45065.38293,28665.56017,19789.42249,10,19
22.24,60.59,0.084,0.08,0.089,44536.01751,28460.16598,19480.12158,10,20
18.16,77.0,0.097,0.08,0.104,28037.46171,16868.46473,12360.36474,10,1
17.87,79.0,0.091,0.055,0.144,27186.69584,16188.79668,12039.3921,10,1
16.66,79.7,0.088,0.069,0.104,26430.45952,15904.97925,11712.58359,10,3
17.22,79.6,0.102,0.113,0.074,26493.47921,15927.38589,11584.19453,10,4
15.3,84.4,0.094,0.073,0.107,24464.24508,15356.0166,8071.00304,10,6
16.73,81.0,0.089,189.9,40.89,31037.19912,19605.80913,10393.67781,10,8
17.74,76.6,0.086,279.6,46.03,32789.14661,20632.78008,10965.59271,10,9
20.31,69.47,0.097,421.9,53.25,34396.1488,21995.85062,11584.19453,10,10
23.04,58.86,0.08,548.0,59.74,36614.44201,23665.14523,12307.84195,10,11
23.42,60.2,0.088,602.1,61.09,36797.19912,23851.86722,12728.02432,10,11
22.68,70.0,0.093,365.0,77.6,33513.87309,21342.32365,12903.1003,10,16
22.82,69.79,0.096,327.3,72.6,33394.13567,21368.46473,12897.26444,10,16
21.5,74.7,0.076,5.104,4.353,45594.74836,28471.36929,18966.56535,10,18
18.61,84.2,0.085,0.069,0.089,33973.91685,20404.97925,14869.78723,10,23
17.13,85.3,0.082,0.077,0.133,28465.99562,16831.12033,12541.2766,10,1
17.02,85.5,0.082,0.059,0.126,28428.18381,16536.09959,12360.36474,10,1
16.02,87.3,0.079,0.059,0.115,26203.58862,14922.82158,12313.67781,10,4
15.55,86.9,0.08,103.8,43.38,26770.76586,14082.57261,9594.164134,10,8
16.66,85.4,0.088,293.6,65.62,29600.35011,16110.37344,10656.29179,10,9
22.55,68.97,0.069,160.2,61.5,34875.09847,19534.85477,14274.52888,10,17
19.9,78.5,0.069,0.051,0.104,44756.58643,25823.65145,19299.20973,10,20
19.1,81.2,0.071,0.066,0.104,39595.27352,23564.31535,16719.75684,10,22
18.87,84.0,0.134,0.037,0.107,33060.13129,20520.74689,14373.7386,10,23
18.25,85.3,0.163,0.055,0.137,29001.66302,17929.04564,12494.58967,10,0
18.69,86.3,0.166,0.062,0.104,27867.30853,17432.36515,12167.78116,10,0
19.05,89.0,0.268,0.055,0.133,26071.24726,15957.26141,11846.80851,10,3
20.01,88.4,0.25,0.048,0.13,25718.33698,17204.56432,8246.079027,10,6
20.02,88.5,0.232,0.044,0.163,26436.76149,17648.96266,8368.632219,10,7
20.24,88.2,0.259,95.2,63.28,29360.87527,19105.39419,9022.24924,10,8
22.63,74.1,0.084,210.0,138.0,35996.84902,22899.58506,11572.5228,10,10
20.76,84.8,0.067,27.31,23.58,34881.40044,22847.3029,12436.231,10,15
20.53,88.1,0.074,0.45,0.415,46729.10284,29053.94191,19200.0,10,18
20.4,88.8,0.077,0.055,0.119,46930.76586,29165.9751,19550.15198,10,19
20.05,90.8,0.067,0.066,0.111,37206.82713,23287.9668,16492.15805,10,22
19.87,91.3,0.066,0.04,0.107,30558.24945,19273.44398,14315.37994,10,23
19.24,91.9,0.073,0.073,0.111,26096.45514,16763.90041,11560.85106,10,1
18.64,93.1,0.068,7.29,5.769,28081.57549,19053.11203,9740.06079,10,7
18.76,93.2,0.07,30.73,12.36,28295.84245,19146.47303,9792.583587,10,7
21.18,91.4,0.084,225.7,156.5,38013.47921,22063.07054,11642.55319,10,11
22.7,88.0,0.088,259.4,190.0,39254.96718,22242.32365,12418.7234,10,12
22.91,83.2,0.083,316.7,219.2,38568.05252,22451.45228,12214.46809,10,13
23.24,73.7,0.082,109.5,94.7,34919.21225,22757.67635,11508.32827,10,16
21.73,82.5,0.083,4.026,3.509,38605.86433,24587.55187,15044.86322,10,17
21.82,60.33,0.098,0.048,0.174,32858.46827,20968.87967,15173.25228,10,23
21.66,61.23,0.103,0.066,0.093,28818.90591,18489.21162,12903.1003,10,0
20.02,68.0,0.108,0.084,0.048,25730.94092,16285.89212,11706.74772,10,3
19.87,68.7,0.11,0.066,0.163,25712.03501,16125.3112,11811.79331,10,3
20.1,68.77,0.116,0.051,0.144,27527.00219,17760.99585,11770.94225,10,5
19.88,70.6,0.101,0.059,0.082,27659.34354,18052.28216,11601.70213,10,5
19.66,73.2,0.131,0.069,0.082,27457.68053,18168.04979,11479.14894,10,5
19.09,80.6,0.112,21.56,17.99,28774.79212,19396.6805,9226.504559,10,7
19.19,84.8,0.085,50.86,42.85,29241.13786,22201.24481,10825.53191,10,9
19.27,89.0,0.073,151.8,123.7,37080.78775,24830.29046,12161.94529,10,12
19.43,89.4,0.085,216.0,171.2,36677.46171,25031.95021,12056.8997,10,13
19.56,88.9,0.082,174.2,148.3,35631.33479,25248.54772,12348.69301,10,13
18.64,88.9,0.106,1.985,1.753,46880.35011,29770.95436,19585.16717,10,18
18.99,89.5,0.101,45.2,40.61,47006.3895,30006.22407,19993.67781,10,18
18.45,90.7,0.075,0.073,0.122,46338.38074,29711.20332,19847.78116,10,19
18.47,91.2,0.083,0.095,0.1,45682.97593,29408.71369,19684.3769,10,20
18.41,91.6,0.076,0.077,0.122,43244.11379,27365.9751,18902.37082,10,20
18.07,92.2,0.07,0.059,0.119,32581.18162,21110.78838,15260.79027,10,23
17.42,93.1,0.111,0.091,0.107,25289.80306,16326.97095,12068.57143,10,2
17.73,93.2,0.101,0.095,0.144,25088.14004,16439.00415,11928.51064,10,3
18.09,93.2,0.068,0.091,0.107,25075.53611,17350.20747,9477.446809,10,6
18.05,92.5,0.066,0.603,0.537,26543.89497,17921.57676,9500.790274,10,7
18.51,90.3,0.066,31.55,26.35,30262.05689,20236.92946,10457.87234,10,8
18.69,89.2,0.064,72.7,61.46,32770.2407,20162.24066,12471.2462,10,9
23.06,63.11,4.917,282.5,230.3,36374.96718,23937.75934,12716.35258,10,13
23.36,67.11,4.921,184.1,158.0,36097.68053,23392.53112,12319.51368,10,14
22.61,70.5,4.92,204.6,179.7,34761.66302,23325.3112,12337.02128,10,15
22.24,70.9,4.916,147.9,129.7,34490.67834,23239.41909,12191.12462,10,15
21.46,74.4,4.916,235.6,149.1,35372.95405,22966.80498,11875.98784,10,16
21.02,78.7,4.922,2.746,2.308,45682.97593,29733.60996,19129.9696,10,18
20.19,87.9,4.922,0.077,0.107,44082.27571,28620.74689,18441.33739,10,20
19.76,86.4,4.918,0.095,0.089,31289.2779,20643.9834,13626.74772,10,23
19.61,88.6,4.923,0.106,0.122,26802.27571,17208.29876,11385.77508,10,1
19.16,89.1,4.923,0.091,0.063,25579.69365,16528.63071,10825.53191,10,2
17.39,89.6,4.929,0.11,0.115,25516.67396,16569.70954,11152.34043,10,4
17.24,89.8,4.941,0.091,0.104,26676.23632,17376.34855,11105.6535,10,5
17.12,89.6,4.925,0.051,0.122,26354.83589,18171.78423,9372.401216,10,6
18.56,87.1,4.919,293.0,37.2,32272.38512,21771.78423,9973.495441,10,9
19.63,86.6,4.919,351.1,37.51,32562.27571,22055.60166,10026.01824,10,9
20.77,80.2,4.917,422.5,46.59,34200.78775,22966.80498,10475.37994,10,10
22.01,76.5,4.924,572.9,93.6,36022.05689,24296.26556,11671.73252,10,11
24.22,66.07,4.923,607.1,87.2,34931.81619,23239.41909,11432.46201,10,13
24.22,67.87,4.923,608.4,81.3,34232.29759,22989.21162,11671.73252,10,13
26.11,45.12,4.924,206.4,30.11,32795.44858,22100.41494,11228.20669,10,17
25.81,45.22,4.917,99.4,23.25,37238.33698,25005.80913,15739.33131,10,17
23.99,55.89,4.922,2.585,2.308,44800.70022,28549.79253,18342.12766,10,18
22.79,62.23,4.923,0.102,0.089,44857.41794,28673.02905,18633.92097,10,19
22.37,65.93,4.919,0.091,0.074,43899.5186,28448.96266,18540.54711,10,20
22.19,67.73,4.925,0.066,0.082,44548.62144,28426.55602,18645.59271,10,20
21.2,73.2,4.918,0.044,0.111,41158.16193,25842.32365,17525.10638,10,21
20.1,79.6,4.918,0.051,0.1,37742.49453,23597.92531,16888.99696,10,22
19.27,82.1,4.913,0.062,0.2,33980.21882,21573.85892,15535.07599,10,23
19.22,82.2,4.918,0.044,0.122,32927.78993,21114.52282,15114.89362,10,23
17.1,85.4,4.913,0.066,0.189,25315.01094,15904.97925,11321.58055,10,3
16.83,86.4,4.913,0.055,0.167,25264.59519,16035.68465,11111.48936,10,4
16.58,86.6,4.913,0.048,0.17,25163.76368,15964.73029,10854.71125,10,4
15.84,87.1,4.916,8.96,7.35,25920.0,16786.30705,8228.571429,10,7
16.24,86.9,4.915,177.6,110.5,32348.00875,20722.40664,9611.671733,10,9
20.44,83.5,4.914,464.2,60.59,34333.1291,22317.01245,11549.17933,10,10
22.77,66.1,4.918,567.6,85.6,36141.79431,23538.17427,12383.70821,10,11
22.84,68.37,4.92,664.6,111.0,36437.98687,23190.87137,12652.15805,10,12
23.29,68.0,4.92,613.1,97.2,35297.33042,22981.74274,12920.6079,10,13
22.64,68.37,4.92,136.5,94.9,35316.23632,22604.56432,12990.6383,10,14
22.11,72.0,4.923,210.0,147.2,33828.97155,21939.83402,12704.68085,10,15
22.1,73.4,4.923,168.0,145.3,32902.58206,21342.32365,12313.67781,10,16
21.35,76.6,4.924,5.155,4.542,44624.24508,27941.07884,18849.84802,10,18
19.35,83.9,4.916,0.04,0.144,42985.73304,26122.40664,18254.58967,10,21
17.6,88.7,4.916,0.077,0.133,27659.34354,16076.76349,12266.99088,10,1
17.96,90.2,4.914,0.066,0.133,25743.54486,14930.29046,11724.25532,10,3
16.75,89.6,4.913,0.059,0.111,21584.24508,11797.09544,7697.507599,10,6
16.54,89.2,4.916,5.686,4.828,22876.1488,12760.58091,7843.404255,10,7
19.37,85.9,4.917,341.6,50.09,30016.28009,17055.18672,10673.79939,10,9
21.93,61.53,4.914,538.4,45.72,32669.40919,18575.10373,11747.59878,10,11
22.15,65.2,4.922,462.2,199.4,34156.67396,19228.63071,12453.7386,10,12
22.21,66.37,4.923,357.5,205.7,34289.01532,19609.54357,12815.56231,10,13
20.25,77.3,4.919,0.059,0.152,39418.81838,24535.26971,16783.95137,10,21
20.26,78.7,4.92,0.062,0.13,36204.814,22757.67635,15844.3769,10,22
20.22,79.5,4.922,0.055,0.111,34440.26258,21827.80083,15167.41641,10,22
18.7,82.2,4.913,0.033,0.133,25680.52516,15968.46473,11368.26748,10,2
18.59,81.7,4.915,0.033,0.148,24804.55142,15613.69295,11490.82067,10,3
18.65,83.8,4.916,0.051,0.141,26959.82495,17719.91701,10714.65046,10,5
18.54,86.7,4.916,6.11,5.22,27344.24508,18675.93361,8298.601824,10,8
21.15,74.3,4.92,207.9,178.0,35801.48796,23127.38589,12885.59271,10,13
21.12,71.6,4.922,156.5,138.3,35467.48359,23231.95021,12949.78723,10,14
21.26,69.77,4.921,256.9,214.1,34604.11379,22716.59751,12955.6231,10,15
21.69,68.67,4.922,361.4,184.9,34446.56455,21932.36515,12809.72644,10,15
21.36,70.2,4.919,77.4,66.1,33910.89716,21712.0332,12897.26444,10,16
20.67,76.5,4.913,0.051,0.104,46451.81619,28441.49378,19369.24012,10,19
20.66,76.7,4.918,0.048,0.104,46590.45952,28803.73444,19585.16717,10,19
20.6,77.5,4.917,0.051,0.148,46016.98031,28620.74689,19526.80851,10,19
20.56,77.9,4.917,0.037,0.159,45953.96061,28504.97925,19351.73252,10,19
20.3,80.4,4.916,0.069,0.1,40509.05908,25117.84232,17945.28875,10,21
